Date,Price,Open,High,Low,Volume,Chg%
"Mar 09, 2021",1562.5,1545,1565.7,1538.25,7.53M,2.83%
"Mar 08, 2021",1519.5,1542,1555,1512.5,7.56M,-0.69%
"Mar 05, 2021",1530,1531,1545.6,1521.1,8.72M,-1.42%
"Mar 04, 2021",1552.05,1548.55,1571,1539.1,8.15M,-2.19%
"Mar 03, 2021",1586.85,1584,1596,1565,5.61M,1.19%
"Mar 02, 2021",1568.2,1575.7,1587.5,1551,8.06M,0.60%
"Mar 01, 2021",1558.9,1564,1572.55,1540.7,6.77M,1.60%
"Feb 26, 2021",1534.4,1587.05,1588.9,1521,13.96M,-4.48%
"Feb 25, 2021",1606.4,1609.75,1636.25,1602,10.05M,0.00%
"Feb 24, 2021",1606.45,1526.5,1613.95,1516.25,7.16M,5.06%
"Feb 23, 2021",1529.15,1553.75,1557.7,1522.65,9.12M,-1.22%
"Feb 22, 2021",1548,1545.05,1573.9,1539.45,14.73M,0.58%
"Feb 19, 2021",1539.1,1545,1564.2,1533,8.57M,-0.98%
"Feb 18, 2021",1554.3,1605.95,1605.95,1548,7.36M,-2.03%
"Feb 17, 2021",1586.5,1620,1621.8,1583,6.40M,-2.47%
"Feb 16, 2021",1626.65,1621.2,1641,1608.45,6.95M,0.62%
"Feb 15, 2021",1616.6,1600.1,1625,1596.7,5.18M,2.19%
"Feb 12, 2021",1581.95,1573.9,1592.5,1573,4.96M,0.61%
"Feb 11, 2021",1572.35,1582,1597.8,1564.2,6.82M,-0.59%
"Feb 10, 2021",1581.75,1608.35,1614.85,1567,9.89M,-1.87%
"Feb 09, 2021",1611.85,1610,1628,1586.7,9.21M,0.41%
"Feb 08, 2021",1605.25,1620,1631.65,1595.7,8.72M,0.48%
"Feb 05, 2021",1597.6,1548,1618.25,1548,13.53M,1.17%
"Feb 04, 2021",1579.1,1566,1588,1543.45,12.24M,0.27%
"Feb 03, 2021",1574.8,1579,1581.7,1542,10.12M,0.91%
"Feb 02, 2021",1560.55,1501,1578.5,1497.4,21.21M,5.67%
"Feb 01, 2021",1476.75,1410.25,1482.5,1401,13.19M,6.20%
"Jan 29, 2021",1390.5,1391.35,1408.75,1364.5,14.35M,1.39%
"Jan 28, 2021",1371.45,1389.9,1401.3,1342,21.35M,-2.71%
"Jan 27, 2021",1409.6,1468,1471.9,1406.15,11.78M,-3.64%
"Jan 25, 2021",1462.85,1465.1,1481,1455.15,10.17M,1.34%
"Jan 22, 2021",1443.55,1467.9,1467.9,1440.15,7.70M,-2.12%
"Jan 21, 2021",1474.8,1492,1494.35,1468.15,13.17M,-1.15%
"Jan 20, 2021",1492,1501,1501,1486,6.67M,-0.79%
"Jan 19, 2021",1503.85,1491.8,1511.65,1467,8.68M,1.40%
"Jan 18, 2021",1483.1,1469.9,1502.85,1467,21.41M,1.12%
"Jan 15, 2021",1466.65,1469.1,1471.65,1445,7.08M,-0.14%
"Jan 14, 2021",1468.75,1471.15,1488,1456,6.15M,-0.13%
"Jan 13, 2021",1470.65,1492.9,1496.9,1462.1,8.47M,-0.70%
"Jan 12, 2021",1481,1452.45,1487.7,1449.1,10.19M,2.04%
"Jan 11, 2021",1451.45,1450,1464.9,1436.3,8.67M,1.38%
"Jan 08, 2021",1431.65,1432,1442,1423.1,6.88M,1.09%
"Jan 07, 2021",1416.25,1432.5,1432.6,1412.55,9.95M,-0.30%
"Jan 06, 2021",1420.55,1435,1440,1413.1,11.07M,-0.43%
"Jan 05, 2021",1426.7,1419.2,1430.75,1409,7.19M,0.76%
"Jan 04, 2021",1416,1438,1438,1399,7.87M,-0.64%
"Jan 01, 2021",1425.05,1440,1443,1420.6,4.41M,-0.78%
"Dec 31, 2020",1436.3,1435,1444,1425.05,11.07M,0.27%
"Dec 30, 2020",1432.5,1439.9,1439.9,1413,8.11M,0.37%
"Dec 29, 2020",1427.2,1421.05,1434.75,1420,7.25M,1.02%
"Dec 28, 2020",1412.85,1405,1421,1404,5.85M,1.13%
"Dec 24, 2020",1397.1,1389.4,1404,1377,7.48M,1.56%
"Dec 23, 2020",1375.65,1367.5,1380.95,1361.05,7.73M,0.19%
"Dec 22, 2020",1373.1,1384.8,1384.8,1345,11.43M,0.03%
"Dec 21, 2020",1372.65,1417.5,1423.85,1366.7,11.88M,-2.74%
"Dec 18, 2020",1411.35,1435,1439.7,1406.3,11.50M,-2.11%
"Dec 17, 2020",1441.8,1418.6,1445,1404.5,10.96M,2.20%
"Dec 16, 2020",1410.7,1404,1416.8,1394.5,8.42M,1.39%
"Dec 15, 2020",1391.3,1380.8,1394.95,1366,10.78M,1.40%
"Dec 14, 2020",1372.15,1383,1388,1368,8.61M,-0.77%
"Dec 11, 2020",1382.8,1390.05,1395,1373,10.68M,-0.22%
"Dec 10, 2020",1385.85,1398,1402,1375.75,9.86M,-1.52%
"Dec 09, 2020",1407.2,1377,1410.05,1375.05,11.03M,2.25%
"Dec 08, 2020",1376.3,1375,1388.8,1365.15,9.73M,0.30%
"Dec 07, 2020",1372.25,1375,1379.95,1358.1,12.16M,-0.96%
"Dec 04, 2020",1385.6,1381,1401.45,1373.3,13.46M,0.61%
"Dec 03, 2020",1377.2,1429,1432,1374.05,18.97M,-2.11%
"Dec 02, 2020",1406.95,1431,1431.8,1394.8,8.95M,-1.84%
"Dec 01, 2020",1433.3,1440.85,1449,1425.5,8.57M,-0.52%
"Nov 27, 2020",1440.85,1431.8,1446,1415.55,9.00M,1.00%
"Nov 26, 2020",1426.65,1415,1432,1387,13.97M,1.70%
"Nov 25, 2020",1402.8,1451.3,1464.4,1397,12.08M,-2.46%
"Nov 24, 2020",1438.2,1408,1445,1402.05,20.08M,3.13%
"Nov 23, 2020",1394.6,1415,1423.65,1375.35,12.62M,-0.64%
"Nov 20, 2020",1403.65,1372.65,1408.4,1365.05,10.20M,2.13%
"Nov 19, 2020",1374.35,1389.7,1399.45,1368,10.13M,-2.44%
"Nov 18, 2020",1408.7,1403,1419,1399.05,9.43M,0.02%
"Nov 17, 2020",1408.45,1385.8,1412.6,1380.6,15.53M,3.65%
"Nov 13, 2020",1358.8,1368.8,1368.8,1347,11.24M,-0.94%
"Nov 12, 2020",1371.7,1377.4,1388.55,1360,13.53M,-1.31%
"Nov 11, 2020",1389.95,1399.9,1414.8,1370.5,18.06M,-0.27%
"Nov 10, 2020",1393.65,1357,1395,1351.55,20.76M,3.96%
"Nov 09, 2020",1340.55,1315.2,1345.95,1315.2,13.14M,2.52%
"Nov 06, 2020",1307.65,1266.25,1310,1265.5,17.85M,3.03%
"Nov 05, 2020",1269.2,1266,1276,1252.35,10.72M,0.94%
"Nov 04, 2020",1257.4,1252,1264.8,1230,11.70M,0.76%
"Nov 03, 2020",1247.95,1226.45,1250.75,1225.5,14.08M,2.69%
"Nov 02, 2020",1215.25,1194.35,1225,1177.5,10.96M,2.68%
"Oct 30, 2020",1183.55,1182.55,1199.3,1176.35,5.76M,-0.31%
"Oct 29, 2020",1187.2,1200.6,1204.45,1178.5,11.53M,-1.85%
"Oct 28, 2020",1209.6,1228,1232,1201.5,8.29M,-1.91%
"Oct 27, 2020",1233.1,1226,1236,1197.85,12.16M,1.83%
"Oct 26, 2020",1210.9,1229.8,1242,1204.6,9.79M,-2.01%
"Oct 23, 2020",1235.8,1243.5,1248.45,1231.2,7.93M,0.20%
"Oct 22, 2020",1233.3,1239.95,1250,1223,10.96M,-1.07%
"Oct 21, 2020",1246.7,1230.6,1251,1221.7,17.82M,1.86%
"Oct 20, 2020",1223.95,1207.5,1227.4,1205.9,13.71M,1.69%
"Oct 19, 2020",1203.55,1235,1235,1192.6,21.18M,0.35%
"Oct 16, 2020",1199.35,1180,1203.5,1173,12.91M,2.57%
"Oct 15, 2020",1169.25,1214.2,1217,1164,14.12M,-3.49%
"Oct 14, 2020",1211.5,1195.55,1214.3,1175.5,11.29M,1.09%
"Oct 13, 2020",1198.45,1213.4,1222.45,1195,9.18M,-1.25%
"Oct 12, 2020",1213.65,1231.55,1242.75,1205.6,9.61M,-1.61%
"Oct 09, 2020",1233.55,1201,1237,1191.65,22.49M,3.50%
"Oct 08, 2020",1191.8,1180,1203,1163.35,17.53M,2.54%
"Oct 07, 2020",1162.25,1144.9,1164.85,1137.6,10.62M,1.59%
"Oct 06, 2020",1144.1,1135.05,1148,1126.2,9.69M,2.67%
"Oct 05, 2020",1114.35,1112,1132,1111,8.47M,0.67%
"Oct 01, 2020",1106.95,1090.1,1110,1090.1,10.60M,2.63%
"Sep 30, 2020",1078.6,1060,1086.9,1052,9.41M,1.51%
"Sep 29, 2020",1062.55,1058,1069.9,1051,6.32M,0.79%
"Sep 28, 2020",1054.2,1048.95,1059,1042.65,8.08M,0.98%
"Sep 25, 2020",1044,1050,1051.95,1025.65,10.16M,1.32%
"Sep 24, 2020",1030.4,1038,1047,1025,9.90M,-1.61%
"Sep 23, 2020",1047.25,1046,1055,1034.35,8.04M,1.14%
"Sep 22, 2020",1035.4,1054.05,1058.15,1029.5,9.31M,-1.32%
"Sep 21, 2020",1049.3,1055,1071.35,1041.5,9.92M,-0.76%
"Sep 18, 2020",1057.3,1092,1092.2,1047.2,11.74M,-2.43%
"Sep 17, 2020",1083.6,1084,1094,1078,9.16M,-0.92%
"Sep 16, 2020",1093.65,1070.2,1096,1068.35,9.36M,2.16%
"Sep 15, 2020",1070.5,1068,1076.15,1058.1,8.25M,1.19%
"Sep 14, 2020",1057.95,1088,1094,1052.35,10.83M,-1.92%
"Sep 11, 2020",1078.65,1096.45,1104.85,1071,10.40M,-1.09%
"Sep 10, 2020",1090.55,1103,1104.85,1084,7.59M,-0.54%
"Sep 09, 2020",1096.5,1101,1110,1091.25,7.86M,-1.43%
"Sep 08, 2020",1112.45,1114,1118.8,1103,7.31M,0.18%
"Sep 07, 2020",1110.5,1116.3,1119.5,1099,8.81M,-0.79%
"Sep 04, 2020",1119.3,1110,1125.4,1104.4,11.83M,-1.03%
"Sep 03, 2020",1130.9,1137.25,1145.95,1128,9.92M,-0.29%
"Sep 02, 2020",1134.15,1124.1,1139,1120.7,9.88M,0.61%
"Sep 01, 2020",1127.3,1128,1143.6,1108,14.44M,1.03%
"Aug 31, 2020",1115.85,1129.5,1148.8,1100.7,19.25M,0.12%
"Aug 28, 2020",1114.5,1111.95,1125,1095,19.35M,0.22%
"Aug 27, 2020",1112.1,1125.8,1129.9,1106.25,10.32M,-0.57%
"Aug 26, 2020",1118.45,1121,1131.75,1109.5,12.60M,-0.11%
"Aug 25, 2020",1119.7,1119,1127,1106.2,13.80M,0.24%
"Aug 24, 2020",1117.05,1086,1122.95,1085.65,18.39M,2.89%
"Aug 21, 2020",1085.65,1065.4,1088.8,1064.6,14.46M,2.52%
"Aug 20, 2020",1059,1054.95,1068.95,1052,9.61M,-0.71%
"Aug 19, 2020",1066.6,1065,1069.8,1056.25,8.86M,0.96%
"Aug 18, 2020",1056.5,1028,1061.65,1022,12.02M,2.30%
"Aug 17, 2020",1032.75,1047,1047,1020.2,9.78M,-0.16%
"Aug 14, 2020",1034.45,1065.9,1065.9,1027.3,10.46M,-2.32%
"Aug 13, 2020",1059.05,1067.95,1071.35,1056.5,9.95M,-0.44%
"Aug 12, 2020",1063.7,1065,1066,1048,10.33M,-0.28%
"Aug 11, 2020",1066.65,1048.5,1071,1048.5,10.07M,1.52%
"Aug 10, 2020",1050.65,1044,1064,1043.8,11.09M,0.65%
"Aug 07, 2020",1043.85,1034.85,1047.2,1020.6,12.42M,0.30%
"Aug 06, 2020",1040.7,1037,1055,1026.25,16.82M,1.28%
"Aug 05, 2020",1027.55,1047.95,1055.8,1020,16.61M,-1.35%
"Aug 04, 2020",1041.65,1008,1061.05,1003,30.15M,3.96%
"Aug 03, 2020",1002,1025.95,1026.95,993,15.89M,-2.98%
"Jul 31, 2020",1032.8,1057.7,1057.7,1020.05,18.87M,-1.70%
"Jul 30, 2020",1050.65,1074,1083.65,1046.7,13.48M,-1.31%
"Jul 29, 2020",1064.6,1081,1088.5,1055.55,16.80M,-2.03%
"Jul 28, 2020",1086.65,1079,1094.4,1059.5,17.80M,0.66%
"Jul 27, 2020",1079.5,1099.85,1103,1075.35,18.99M,-3.54%
"Jul 24, 2020",1119.1,1122.9,1122.9,1101.25,9.80M,-1.00%
"Jul 23, 2020",1130.4,1125,1143.9,1116.25,10.07M,0.36%
"Jul 22, 2020",1126.35,1138.5,1144.5,1117.55,12.36M,-1.07%
"Jul 21, 2020",1138.55,1152.05,1157.95,1134,23.76M,0.49%
"Jul 20, 2020",1133.05,1135,1152.9,1124.15,32.56M,3.15%
"Jul 17, 2020",1098.45,1059.05,1104,1058.3,14.20M,3.38%
"Jul 16, 2020",1062.55,1053.65,1065.5,1034.1,11.83M,0.89%
"Jul 15, 2020",1053.15,1070.2,1079,1050.1,10.49M,-0.54%
"Jul 14, 2020",1058.85,1062.6,1068.9,1050,13.31M,-1.98%
"Jul 13, 2020",1080.25,1109.9,1113,1071.3,14.96M,-2.25%
"Jul 10, 2020",1105.1,1117.9,1120,1099.55,8.78M,-1.76%
"Jul 09, 2020",1124.95,1118,1129.7,1107.25,10.06M,1.31%
"Jul 08, 2020",1110.35,1107,1124.9,1105,15.03M,0.47%
"Jul 07, 2020",1105.15,1109.4,1111.7,1093.05,12.18M,0.19%
"Jul 06, 2020",1103,1107.95,1119.9,1100,17.78M,2.70%
"Jul 03, 2020",1073.95,1093,1095.8,1070,13.80M,-1.42%
"Jul 02, 2020",1089.4,1090.3,1111.25,1085.2,18.48M,0.44%
"Jul 01, 2020",1084.6,1065.85,1096,1061.3,17.42M,1.76%
"Jun 30, 2020",1065.85,1074,1078.55,1056.3,17.87M,-0.95%
"Jun 29, 2020",1076.05,1037,1082.6,1037,23.00M,1.86%
"Jun 26, 2020",1056.45,1041,1063,1028,19.99M,2.69%
"Jun 25, 2020",1028.75,1021.9,1049,1007,35.32M,-0.36%
"Jun 24, 2020",1032.5,1048.5,1057.5,1030.05,19.71M,-0.94%
"Jun 23, 2020",1042.3,1039,1045,1016.55,14.42M,1.32%
"Jun 22, 2020",1028.75,1039.45,1045.95,1023.8,14.85M,-0.45%
"Jun 19, 2020",1033.35,1017.95,1043,1012.15,23.94M,1.31%
"Jun 18, 2020",1019.95,980,1024.9,972,20.44M,4.16%
"Jun 17, 2020",979.25,989,998.9,973.25,18.48M,-1.13%
"Jun 16, 2020",990.4,975,993.95,952,22.70M,4.27%
"Jun 15, 2020",949.85,968,974,943,16.00M,-3.35%
"Jun 12, 2020",982.75,928,986.65,928,21.32M,1.46%
"Jun 11, 2020",968.6,985,988.4,965,15.45M,-2.34%
"Jun 10, 2020",991.85,990,999.85,978.2,18.25M,0.46%
"Jun 09, 2020",987.3,1020,1026.75,979.55,30.92M,-2.82%
"Jun 08, 2020",1015.9,1060,1066.65,1006.4,24.91M,-1.69%
"Jun 05, 2020",1033.35,1003.1,1042.4,1002.8,17.60M,3.16%
"Jun 04, 2020",1001.7,1028.05,1038.95,991.1,27.14M,-2.01%
"Jun 03, 2020",1022.25,1020,1046.25,1015.45,25.27M,2.12%
"Jun 02, 2020",1001,986.7,1005,975.2,20.81M,1.35%
"Jun 01, 2020",987.65,975,995,966.1,19.60M,3.78%
"May 29, 2020",951.65,944,955,923.45,26.51M,0.68%
"May 28, 2020",945.25,920,950,913.95,37.74M,4.60%
"May 27, 2020",903.65,859.9,909.8,857.15,28.01M,6.01%
"May 26, 2020",852.4,857,871.75,848.75,19.00M,1.62%
"May 22, 2020",838.85,850,870.3,833.05,21.03M,-2.41%
"May 21, 2020",859.55,861.45,884,852.3,24.24M,0.29%
"May 20, 2020",857.1,836.45,864,832.2,20.01M,3.18%
"May 19, 2020",830.65,860.85,867.3,826.1,23.73M,-0.72%
"May 18, 2020",836.65,888,888,831.3,23.33M,-5.80%
"May 15, 2020",888.15,890.5,892.4,875,12.17M,-0.62%
"May 14, 2020",893.7,898,911,890,19.78M,-3.66%
"May 13, 2020",927.65,951,960,922.1,22.17M,2.90%
"May 12, 2020",901.55,901,909.4,871.1,24.78M,-1.56%
"May 11, 2020",915.8,937,954,914,14.28M,-1.43%
"May 08, 2020",929.05,942,943.95,925.2,10.40M,0.44%
"May 07, 2020",925,940.5,943.3,921.35,10.92M,-2.26%
"May 06, 2020",946.4,919,950,905.65,16.89M,3.83%
"May 05, 2020",911.45,938,944,908.05,14.84M,-1.25%
"May 04, 2020",923,957.5,960,917.5,13.36M,-7.87%
"Apr 30, 2020",1001.8,1001.4,1019,992.1,21.90M,2.53%
"Apr 29, 2020",977.1,935,992.7,934.1,27.94M,4.91%
"Apr 28, 2020",931.4,943.8,943.8,922,14.72M,0.18%
"Apr 27, 2020",929.7,945.15,957.4,926.3,13.71M,-0.89%
"Apr 24, 2020",938.05,933,958.4,926,16.64M,-1.77%
"Apr 23, 2020",954.95,935,958.5,912.55,20.45M,2.84%
"Apr 22, 2020",928.6,919.15,933,907.3,19.14M,0.75%
"Apr 21, 2020",921.65,925,934,908,16.59M,-2.46%
"Apr 20, 2020",944.85,951,960.95,935,33.12M,3.80%
"Apr 17, 2020",910.3,915,920,887.25,27.94M,3.47%
"Apr 16, 2020",879.75,865,890.7,856.25,26.93M,1.91%
"Apr 15, 2020",863.3,930.5,930.5,843,28.99M,-3.58%
"Apr 13, 2020",895.35,934,946.7,886.2,17.08M,-3.21%
"Apr 09, 2020",925.05,913,930.9,890,22.23M,4.07%
"Apr 08, 2020",888.9,879.95,945,866.1,28.11M,-0.80%
"Apr 07, 2020",896.1,874,907.3,845.35,30.21M,10.11%
"Apr 03, 2020",813.85,843,844,810,17.50M,-1.90%
"Apr 01, 2020",829.65,863.85,863.85,820,14.55M,-3.74%
"Mar 31, 2020",861.9,853.8,873.6,838,17.61M,3.64%
"Mar 30, 2020",831.65,880,887,828,19.63M,-8.05%
"Mar 27, 2020",904.45,944.95,988.65,872.1,27.62M,0.37%
"Mar 26, 2020",901.1,870.1,937.7,841,28.52M,5.18%
"Mar 25, 2020",856.75,770.45,867.45,755.25,23.61M,11.60%
"Mar 24, 2020",767.7,795.25,810,738.75,30.53M,-0.50%
"Mar 23, 2020",771.55,794.6,838.75,765,25.14M,-12.61%
"Mar 20, 2020",882.85,875,914.6,824.55,44.32M,-1.42%
"Mar 19, 2020",895.55,847,919.95,795,33.61M,2.13%
"Mar 18, 2020",876.9,985,993,865,30.59M,-10.07%
"Mar 17, 2020",975.1,1008,1010,954.7,21.34M,-2.44%
"Mar 16, 2020",999.5,1035,1037,995,15.99M,-6.57%
"Mar 13, 2020",1069.8,980.05,1081.45,919.2,33.17M,4.75%
"Mar 12, 2020",1021.3,1075,1080,1003.45,29.50M,-8.30%
"Mar 11, 2020",1113.8,1105,1120,1092,17.77M,0.59%
"Mar 09, 2020",1107.3,1110,1118.4,1065,17.21M,-2.43%
"Mar 06, 2020",1134.9,1125,1140.9,1101,11.53M,-1.43%
"Mar 05, 2020",1151.35,1153,1165,1142.75,9.77M,0.22%
"Mar 04, 2020",1148.85,1178.35,1180,1133.1,17.14M,-2.79%
"Mar 03, 2020",1181.8,1175,1185.35,1168,11.18M,0.19%
"Mar 02, 2020",1179.6,1200.2,1201.15,1166.15,7.33M,0.17%
"Feb 28, 2020",1177.65,1175.5,1185,1170.1,12.16M,-1.82%
"Feb 27, 2020",1199.45,1195,1202.5,1181,10.33M,0.02%
"Feb 26, 2020",1199.25,1197.5,1204.7,1185.65,6.91M,-0.09%
"Feb 25, 2020",1200.3,1204,1209,1198,6.94M,-0.80%
"Feb 24, 2020",1209.95,1208.95,1214.75,1200,8.28M,-0.59%
"Feb 20, 2020",1217.1,1230,1230,1214.1,5.56M,-0.82%
"Feb 19, 2020",1227.2,1222.5,1230,1213.9,5.01M,1.15%
"Feb 18, 2020",1213.25,1216.9,1218.5,1203.5,5.26M,-0.32%
"Feb 17, 2020",1217.15,1225,1233,1214.45,5.08M,-0.18%
"Feb 14, 2020",1219.35,1243.2,1248.4,1215,7.34M,-1.78%
"Feb 13, 2020",1241.4,1259.9,1259.9,1233.6,4.56M,-0.61%
"Feb 12, 2020",1249,1245.2,1252.9,1244.05,3.15M,0.68%
"Feb 11, 2020",1240.6,1243.3,1255,1238.05,5.81M,0.02%
"Feb 10, 2020",1240.3,1242.95,1242.95,1226.05,4.61M,-0.15%
"Feb 07, 2020",1242.2,1246,1247,1231.6,3.41M,0.19%
"Feb 06, 2020",1239.8,1244.65,1248.7,1237.2,5.91M,-0.39%
"Feb 05, 2020",1244.65,1234.9,1248,1227.3,9.01M,1.21%
"Feb 04, 2020",1229.8,1198,1234,1198,10.45M,3.10%
"Feb 03, 2020",1192.8,1197,1197.95,1177.7,6.54M,-0.49%
"Feb 01, 2020",1198.7,1220.25,1227.6,1191.45,4.91M,-2.25%
"Jan 31, 2020",1226.3,1231.45,1237.8,1220.25,5.59M,0.02%
"Jan 30, 2020",1226.05,1238.95,1238.95,1217.2,6.06M,-0.79%
"Jan 29, 2020",1235.85,1225.3,1242,1222.25,6.89M,1.03%
"Jan 28, 2020",1223.2,1218.8,1227.8,1213.25,6.71M,0.82%
"Jan 27, 2020",1213.2,1235,1235,1211.75,9.44M,-2.52%
"Jan 24, 2020",1244.55,1246,1254,1239.1,5.92M,-0.02%
"Jan 23, 2020",1244.85,1240,1246.85,1231,5.75M,0.32%
"Jan 22, 2020",1240.85,1248.05,1255,1234.4,9.18M,-0.28%
"Jan 21, 2020",1244.35,1250,1250,1238.4,7.49M,-0.84%
"Jan 20, 2020",1254.9,1304.85,1304.85,1252.5,11.09M,-1.82%
"Jan 17, 2020",1278.15,1281.75,1284.9,1271.9,8.46M,-0.74%
"Jan 16, 2020",1287.65,1282.05,1291,1279.35,3.58M,0.26%
"Jan 15, 2020",1284.25,1286.4,1287.95,1274.1,5.89M,-0.41%
"Jan 14, 2020",1289.5,1289,1292.55,1277.5,3.94M,0.27%
"Jan 13, 2020",1286,1282.7,1296.5,1276,3.73M,0.26%
"Jan 10, 2020",1282.7,1284.1,1286.9,1275.1,4.61M,0.89%
"Jan 09, 2020",1271.4,1265,1275.8,1263.1,4.77M,1.12%
"Jan 08, 2020",1257.3,1246.95,1262.15,1240.05,5.67M,-0.26%
"Jan 07, 2020",1260.6,1258.9,1271.45,1252.25,7.36M,1.58%
"Jan 06, 2020",1240.95,1260,1261.8,1236,5.45M,-2.16%
"Jan 03, 2020",1268.4,1282.2,1285,1263.6,5.43M,-1.43%
"Jan 02, 2020",1286.75,1279,1288,1279,3.07M,0.64%
"Jan 01, 2020",1278.6,1276.1,1280,1270.6,1.84M,0.51%
"Dec 31, 2019",1272.1,1281.95,1281.95,1268.65,4.18M,-0.78%
"Dec 30, 2019",1282.15,1282,1288.75,1274.05,4.67M,0.56%
"Dec 27, 2019",1275,1272,1279,1270,3.55M,0.36%
"Dec 26, 2019",1270.45,1289.7,1291.85,1264.65,7.47M,-1.45%
"Dec 24, 2019",1289.15,1298.6,1301.1,1286.95,3.59M,-1.02%
"Dec 23, 2019",1302.4,1299,1304,1288.8,5.10M,0.44%
"Dec 20, 2019",1296.7,1288.75,1299.6,1280.05,7.51M,0.61%
"Dec 19, 2019",1288.8,1305,1305.5,1286.1,6.51M,-0.27%
"Dec 18, 2019",1292.35,1283,1299,1273.65,8.72M,1.67%
"Dec 17, 2019",1271.1,1260,1274.8,1255.35,6.21M,1.09%
"Dec 16, 2019",1257.35,1269.25,1270,1248.2,5.66M,-0.51%
"Dec 13, 2019",1263.85,1265,1272.35,1259.25,5.89M,0.02%
"Dec 12, 2019",1263.6,1253,1269.45,1253,6.46M,1.19%
"Dec 11, 2019",1248.75,1250.1,1254,1242.5,5.53M,-0.06%
"Dec 10, 2019",1249.5,1251,1253.65,1245.1,4.89M,0.53%
"Dec 09, 2019",1242.95,1249.5,1249.85,1237.55,4.13M,-0.25%
"Dec 06, 2019",1246.05,1248.95,1260,1238.2,6.89M,0.04%
"Dec 05, 2019",1245.6,1255.6,1258.75,1240.75,6.39M,-0.48%
"Dec 04, 2019",1251.65,1252.5,1256.9,1234.2,5.70M,-0.30%
"Dec 03, 2019",1255.4,1268.2,1269,1253.8,3.50M,-0.82%
"Dec 02, 2019",1265.75,1273.95,1273.95,1258.6,4.47M,-0.72%
"Nov 29, 2019",1274.95,1267.7,1279.9,1252,7.78M,0.76%
"Nov 28, 2019",1265.3,1280.2,1283.05,1262,6.18M,-1.02%
"Nov 27, 2019",1278.4,1276,1285.75,1271.2,4.79M,0.26%
"Nov 26, 2019",1275.05,1278.45,1279.75,1266.95,4.36M,0.31%
"Nov 25, 2019",1271.1,1264.15,1279.5,1264.15,3.95M,0.50%
"Nov 22, 2019",1264.75,1283.65,1283.65,1262,3.84M,-1.45%
"Nov 21, 2019",1283.35,1270.25,1287,1268.35,6.01M,0.79%
"Nov 20, 2019",1273.35,1273,1282.95,1267,5.53M,0.11%
"Nov 19, 2019",1271.9,1265.3,1275,1261.1,5.29M,0.78%
"Nov 18, 2019",1262.05,1277,1279.45,1258.7,4.57M,-1.24%
"Nov 15, 2019",1277.9,1283.85,1285,1271.1,4.64M,0.31%
"Nov 14, 2019",1273.9,1263.8,1277,1257.2,5.53M,1.30%
"Nov 13, 2019",1257.55,1261.95,1270,1253.6,4.65M,-0.57%
"Nov 11, 2019",1264.75,1252.55,1268.5,1250.5,7.14M,0.73%
"Nov 08, 2019",1255.6,1259,1267,1251.45,6.63M,-0.64%
"Nov 07, 2019",1263.7,1261,1269.7,1250,8.48M,0.56%
"Nov 06, 2019",1256.65,1242.45,1259,1228.05,6.07M,1.38%
"Nov 05, 2019",1239.5,1241,1244.8,1229.05,6.18M,0.21%
"Nov 04, 2019",1236.85,1246.45,1250,1229.05,4.97M,-0.26%
"Nov 01, 2019",1240.05,1239,1243.75,1227.6,5.76M,0.79%
"Oct 31, 2019",1230.35,1257.7,1263.9,1227.1,6.61M,-1.44%
"Oct 30, 2019",1248.35,1246.9,1262.7,1243,6.01M,0.47%
"Oct 29, 2019",1242.5,1238,1257.35,1237.7,7.12M,0.39%
"Oct 27, 2019",1237.7,1239.95,1241.9,1235,875.43K,0.71%
"Oct 25, 2019",1229,1240,1246.85,1220,6.50M,-0.57%
"Oct 24, 2019",1236.1,1248,1254.15,1226.35,6.55M,-0.44%
"Oct 23, 2019",1241.6,1246.85,1249.75,1233,5.10M,0.19%
"Oct 22, 2019",1239.3,1257,1257,1232.6,10.00M,0.84%
"Oct 18, 2019",1229,1225.45,1233.85,1220.35,5.62M,0.74%
"Oct 17, 2019",1220,1227.5,1229.85,1213.1,6.12M,-0.09%
"Oct 16, 2019",1221.1,1231.65,1235,1210.1,5.29M,-0.16%
"Oct 15, 2019",1223.05,1207,1225,1206.85,4.20M,1.55%
"Oct 14, 2019",1204.4,1209,1219.9,1197.4,6.13M,0.47%
"Oct 11, 2019",1198.8,1213.4,1224,1188.95,8.59M,-0.15%
"Oct 10, 2019",1200.55,1221.8,1225.95,1197.2,5.78M,-2.25%
"Oct 09, 2019",1228.15,1197.1,1229.9,1190,8.71M,3.48%
"Oct 07, 2019",1186.9,1201.2,1219.85,1181.15,11.26M,-0.24%
"Oct 04, 2019",1189.7,1236.65,1239.6,1185.3,9.20M,-2.77%
"Oct 03, 2019",1223.55,1239.95,1243.8,1216.35,8.15M,-2.02%
"Oct 01, 2019",1248.8,1231.5,1255,1221.1,9.38M,1.74%
"Sep 30, 2019",1227.45,1228.8,1240,1216.5,9.11M,-1.35%
"Sep 27, 2019",1244.2,1248.25,1253.5,1237.6,7.44M,0.14%
"Sep 26, 2019",1242.5,1239.8,1275,1236.35,15.34M,0.23%
"Sep 25, 2019",1239.7,1249.9,1249.9,1230.1,7.80M,-1.12%
"Sep 24, 2019",1253.8,1250,1261.95,1227.55,11.69M,-0.27%
